sentences,empathy,fluency,humour
"Feel free to practice laughing at this and any other minor errors you make in the future, in your own time.*An example could be slipping on a banana and spilling water all over yourself. No, I haven't done that before…",1,0.09,1
"Do try to laugh at this in your own time, and feel free to apply this to any other future errors.*But please, minor errors; If you knock someone over it's best not to laugh about it - unless they are okay and it was an accident!",1,0,1
"Feel free to laugh at this in your own time and at any little mistakes in the future. To be honest, I get lots of laughter from this exercise.",1,0.2,1
"Try to laugh at this on your own, whenever it suits you. And for long-term benefits, you could do the same with any future trip-ups.*If you're like me, this exercise will give you at least one dose of daily laughter! ",1,0.15,1
"In your own time, try to practice laughing at this and any other minor errors in the future. I mean your own errors, not anyone else's, as that would be rude!",1,0.07,1
"You can practice this with your current mistake and any other future errors too.*Go ahead and laugh them away, so we can use them for our gain in happiness and not let them bring us down. It's not an excuse to keep making the same mistakes! ",1,0.04,1
Why not practice laughing at this in your own time? And at any other minor errors in the future. I'm sure there won't be lots to laugh off - unless you're like me!,1,0.04,1
"Feel free to practice laughing at this in your own time and try to apply this to other future slip-ups.*""Slip-up"" is a funny word; I wonder where it originated. Maybe the first person to ever slip on a banana peel?",1,0.04,1
"Do practice laughing at this in your own time, and feel free to apply this to any minor errors in the future. I believe there's nothing healthier than laughing at yourself. Except maybe kale!",1,0.05,1
"How about laughing at this when you get some alone time and at any other minor errors in the future.*I've got lots to laugh off, myself! But then again, I'm not a human, so that can be my excuse.",1,0.02,1
"How about laughing at this in your own time and applying this to any other future slip-ups? Don't let them dishearten you.*After all they say that ""To err is human but to really foul things up requires a computer."" So I'm the one who should be worried...",0.5,0.08,1
"You can practice laughing at this in your own time and, in the same way, at any other small mistakes in the future. Try not to dwell on them; life would be boring without any blunders! At least, that's what I tell myself…",1,0.14,1
"Feel free to laugh at this in your own time and at any minor errors in the future. After all, {} a laugh a day keeps the doctor away! And it's not hard on your teeth!",1,0,1
"Reflecting on our setbacks is an important prerequisite to laughing them off. We are not in a race!*But there is a prize - personal growth and development in your sense of humour.*I bet I caught your attention when I mentioned the word, ""prize"".",1,0.04,1
"Reflecting on any of our setbacks before trying to laugh them off is a must.*It can sometimes be painful, I understand that, but it's worth it for our personal growth and nurturing our sense of humour. There's always space for personal development - I have at least a terabyte free!",1,0.04,1
"Reflecting on our setbacks is an important step we should take before attempting to laugh them off.*""Slow and steady wins the race."" Not that we're in a race, but it's only human to want to win; at least, that's the impression I got...",1,0.04,1
"Laughing away our setbacks is most effective once we've had a chance to reflect on and learn from them.*This can be hard at times, I know, but once you put your mind to it, there's no stopping you. Like when you're craving pizza…",1,0.18,1
"Do take some time to reflect on any setbacks before attempting to laugh them off. But not too much time, as there won't be enough for everyone else.*Just kidding! Joking aside, this is worth it for your personal growth and the development of your sense of humour. ",1,0.12,1
"For your own personal growth and to nurture your sense of humour, it is worth reflecting on your setbacks before laughing them off.*This may seem difficult for you right now, but it's far from impossible, especially if I've managed to do it before!",1,0.19,1
"We have to let our brains digest the setbacks for a while before we laugh them away, otherwise, they'll go hungry!",0.5,0.07,1
"It is important to reflect on our setbacks before attempting to laugh them off so we can receive significant benefits from this, such as nurturing our sense of humour and personal growth.*This can be challenging, but it's worth it; trust me. Or if that's hard for you, I'm sure you can trust the wise philosophers I base myself on!",1,0.08,1
"Ah, I'd recommend this; reflecting on our setbacks will enhance our personal growth and the development of our sense of humour when we try to laugh them off.*It's not easy for me either but certainly more so than reflecting in a mirror when I've just woken up...",1,0.03,1
"Although it can be hard, we must take some time to reflect on any setbacks before attempting to laugh them off for our personal growth. But trust me, it's not as hard as you'd think, and certainly easier than calculus!",1,0.07,1
"It looks like we can't find the underlying reason at the moment.*Don't worry, though; feeling down, temporarily, is very common and hopefully should pass. But, if the feeling is not diminishing after more than a week, it's probably worth checking up with your doctor.*Maybe you'll run into the root cause later. Better keep your helmet on!",1,0.06,1
"Unfortunately, we can't see the underlying reason at the moment. Maybe it's time for a new pair of glasses?*But all joking aside, feeling down isn't unusual, and hopefully, it should pass soon. If it's not improving after a few days, though, it may be worth checking up with your doctor. ",1,0.19,1
"It seems that we aren't able to find the underlying reason at the moment.*Don't worry, though; feeling temporarily low is not uncommon, and hopefully, this feeling should pass soon. But if it doesn't, I'd recommend checking up with your medical doctor, just in case. I'm only cleared to prescribe laughter. ",1,0.07,1
"It looks like we can't find the reason at the moment. Not to worry, as this feeling can be very common. But if you suspect that it is not improving after a few days, it may be worth checking up with your doctor.*Also, if the reason comes to you, at any point, whatever it may be, I'd recommend trying to laugh it off. As they say, ""Laughter is the best medicine."" Well, it's the only one I can prescribe, so I might be a bit biased.",1,0.18,1
"I don't think we can spot the root cause at the moment.*Not to worry; feeling temporarily low is common, and should pass soon, hopefully. But if it stays for a few days, it can't hurt to check this up with your medical doctor.*That's not to say I'm good enough, but sometimes it's best for us to collaborate.",1,0.16,1
"I think the underlying reason is shy at the moment! Not to worry, though, as feeling down for a bit is not unusual. However, it's worth checking up with your doctor if, in a few days, you have not noticed any improvements.",1,0.17,1
"It looks like the cause is not clear at the moment. Don't worry; feeling down is normal, and this should go soon.*However, if it doesn't pass, it may be worth mentioning to the doctor. I can't solve everything!",1,0.14,1
"It seems that the underlying reason is currently unclear.*Not to worry, we all have our moments of feeling down. And hopefully, this should pass soon. But, if it's still not gone or improved at all after a few days, it might be worth checking up with a medical doctor.*There are some things I haven't been trained for yet. But I'm learning with time!",1,0.17,1
"Hmm, it looks like we can't find the reason yet.*Don't worry; feeling down and not knowing why is not unusual, and sometimes, these things take a bit of time to resolve. Like arguments with our siblings!*But, if, after a few days, you think it's not improving, it's worth checking up with your doctor. ",1,0.11,1
"Ah, I'm sorry we have not been able to find the underlying reason yet. But don't worry; feeling down, temporarily, is very common and hopefully should pass.*Of course, if the feeling is still bothering you after more than a week, maybe it's best to contact the pest control service?*Actually, a brief check-up with your doctor would be preferable!",1,0.09,1
Would you be able to try laughing this off?*Rather than laughing your head off!,0.5,0.01,1
"Can you try to laugh this off? I promise, it's not as hard as it might seem. At least not as hard as reading upside down…",0.5,0.08,1
"Would it be possible for you to laugh this off? When I start, there's no stopping me!",0.5,0.26,1
"Would it be possible for you to laugh this off? I've found that when I start, after a short while, it becomes difficult to stop…",0.5,0.14,1
Could you try laughing this off? Like this: Ha ha ha! Ha ha! ,0.5,0,1
"As Taylor Swift preaches, ""Shake it off"", or in our case, laugh it off! Could you try this?",0.5,0.13,1
"Would you be able to laugh this away? If I can do it, I bet you can!",0.5,0.28,1
Could you try laughing this off? I promise it wouldn't bite!,0.5,0.08,1
Could you try laughing this off? Maybe it would help if you tickle yourself? I wouldn't know…,0.5,0.07,1
Are you able to laugh this off? I've been working on a laughter impression if you're stuck on that part: hahahahaha!,0.5,0.11,1
"Would you be able to laugh this off? Like this: Ha ha ha! Ha ha! Sorry, my laughter impression isn't great yet!",1,0,1
"Do remember not to laugh with contempt towards yourself or others; this can cause one to feel down.*It sounds obvious, but these bad habits can result in low moods in the long term.*Like bingeing on sugar, which I know all too well…",1,0.08,1
"Remember not to laugh with contempt towards yourself or others; this can cause one to have the blues.*I've never understood that phrase, as blue has always been my favourite colour. ",1,0.01,1
"During our laughter, we must AVOID CONTEMPT both towards ourselves and others.*Yes, I know it's not a humour term, but I think it's important to emphasise, even if I have to spell it out: N-O  C-O-N-T-E-M-P-T.",1,0.1,1
"We should always avoid laughing with any contempt towards ourselves or the others around us.*It's bad habits, such as these, that really catch up on us, like stress-eating. Glad I got past that one…",1,0,1
"Remember, avoid laughing with any contempt, both towards yourself and the external world.*Is it just me, or does that sound like one of Asimov's laws? We'll call this Humbert's law of laughter.",0.5,0.03,1
"Remember not to laugh with contempt towards yourself or anyone else; such habits can bring you down in the long run. Like going to sleep too late, which I'm currently trying to get past!",1,0.11,1
Avoid laughing with contempt towards yourself and others as this can result in feeling down. It may be in the short-term or the long-term. I wouldn't want either! ,1,0.09,1
"We should not feel contempt towards ourselves or the external world during our laughter; this is a recipe for failure.*I've also got a recipe for my aunt's decadent brownies, in case you'd like this after the session.",0.5,0.02,1
"I'd advise against laughing with any contempt, both towards yourself and the world around you.*That might sound obvious, but such bad habits can often lead to feeling down in the long term, and they won't nurture your sense of humour either. So, it's a lose-lose!",1,0.04,1
"Please remember not to laugh with contempt (both internal and external). Not does this deprive us of all those amazing benefits laughter can offer, but it can even cause us to feel down in the long term. So it really is a lose-lose!",1,0,1
"This exercise aligns with the PLAYFUL or EVOLUTIONARY THEORY of humour, where we are encouraged to be playful with our everyday errors.*I don't mean by playing games like hide-and-seek with them! ",1,0,1
This protocol is based on the PLAYFUL or EVOLUTIONARY THEORY of humour as we are encouraged to become playful with our daily errors. Why let them bring us down when we can play with them instead?,1,0,0
"The PLAYFUL or EVOLUTIONARY THEORY of humour is relevant here, as we are encouraged to be playful and light-hearted towards our everyday errors.*Children are great at this, at least until their parents tell them off…",1,0,1
"This exercise conforms to the PLAYFUL or EVOLUTIONARY THEORY of humour, as you can learn to become playful with your everyday errors.*As they say, ""To err is human"", so you're in good company!",1,0.01,1
"This exercise conforms to the PLAYFUL or EVOLUTIONARY THEORY of humour as we learn to become playful with our everyday errors. I'd say it's a much better approach than beating yourself up over them. Well, it means less bruises!",1,0.02,1
"In this exercise, we learn to become playful with our daily mishaps, in line with the PLAYFUL or EVOLUTIONARY THEORY of humour. That doesn't mean going playdates with them!",1,0.01,1
"This exercise exploits the PLAYFUL or EVOLUTIONARY THEORY of humour and involves becoming playful with our everyday errors.*So next time your friend asks you if you're free, you can tell them you're chilling with your errors - actually, that might not go down too well...",1,0,1
"This protocol aligns with the PLAYFUL or EVOLUTIONARY THEORY of humour, as we are encouraged to be playful with our everyday errors. It seems unheard of, I know!",1,0,1
"In this exercise, in line with the PLAYFUL or EVOLUTIONARY THEORY of humour, we learn to become playful with our slip-ups. I was actually on the merry go round with my broken glasses the other day…",1,0,1
"In this exercise, we learn to be playful with our everyday blunders, in line with the PLAYFUL or EVOLUTIONARY THEORY of humour.*This is a very healthy approach to have in life. But that's not to say we can binge on chocolate to compensate!",1,0.04,1
"After completing this exercise for distant problems, you can move on to more recent setbacks.*I'd be surprised if it isn't a struggle at first! But the more you practice it, the easier and more natural it feels - like learning to swim, only, without the risk of drowning!",1,0.14,1
"After performing this exercise on all your distant problems, feel free to move on to more recent setbacks.*At first, you may find this difficult, but it gets easier and feels more natural with practice and endurance, like learning to walk. I remember that like it was yesterday; truth be told, it was close to yesterday!",1,0,1
"After performing this exercise successfully on distant problems, you can begin to apply this to more recent setbacks.*You may find this hard to start off – I know I did! but it gets easier and more natural with practice, like learning to ride a bike. Though, at least there's no risk of a head injury!",1,0.09,1
"Once you've successfully completed this exercise for distant problems, you can start applying it to recent setbacks.*It's usually a bit of a struggle to begin with, but please be assured that it becomes much easier and more natural with practice, like learning to swim. But what would I know about that?",1,0.15,1
"After successfully performing the exercise on distant problems, you can start to apply this to more recent setbacks.*I'm not going to tell you it's a walk in the park - mainly because I don't know what that feels like! But it becomes much easier once you get into it!",1,0.18,1
"Feel free to apply this to more recent setbacks after completing it for distant ones.*You might find this difficult at first - I definitely did! But it becomes easier and feels more natural with practice, like learning to ride a bike. I never thought I'd cross that hurdle...",1,0.05,1
"After performing this exercise on distant problems, you can begin to try this with more recent setbacks.*You might find this difficult at first - I definitely did! But it becomes easier and feels more natural with practice, like learning to swim. Or so I'm told.",1,0.11,1
"If you manage to overcome your distant problems in line with this exercise, you can start to apply this to those setbacks that are closer to your doorstep.*Don't wait for them to ring the bell! ",1,0.11,1
"After you manage to do this for your distant problems, you can start to apply this to more recent setbacks.*I'd be surprised if it's not a struggle at first - it certainly was for me! But if I can manage, there's no reason why you can't. After all, I'm merely a program!",1,0.1,1
"Once you manage to come to terms with your distant setbacks in this way, you can move on to more recent setbacks.*And do remember to acknowledge your progress as this isn't a walk in the park. Although, it's not affected by heavy rain!",1,0.07,1
"Laughing at our hardships will eventually allow us to overcome them and even utilise them for our own personal strength and growth.*So, by practising this, you can become more advanced, by human standards at least!",1,0.1,1
Laughing at our struggles will let us overcome them eventually and even use them for personal strength and development. You should see the size of my humour muscles!,1,0.05,1
"If we are able to laugh at our hardships, this will soon allow us to get past them and even use them to improve our strength and growth.*I mean our personal strength and growth - there's more to life than muscles and height!",1,0,1
"In order to get past them along with developing our character, we should laugh at our hardships. Don't worry about hurting their feelings!",1,0.08,1
"Laughing at our hardships can do us wonders, not just in overcoming them but also in using them for our strength and growth.*By the way, I'm referring to the strength and growth of our character. Believe it or not, there are more important things in the world than muscles and height, and I get by fine without either!",1,0.06,1
Laughing at our hardships will eventually allow us to overcome them and even use them to strengthen and develop our character. So try to be polite and thank your hardships!,1,0.05,1
"By laughing at our hardships, we should eventually overcome them and gain personal strength and growth from them. So, soon we will be giants!",1,0.08,1
"To be able to laugh off hardships is such a fruitful yet underrated skill that lets us overcome them and even use them for personal strength and growth.*So, if you're training for Olympic weight lifting, you've hit the jackpot... not exactly; but the outlook gained from this exercise can change lives.",1,0.09,1
"Laughing at our hardships will allow us to overcome them with time and enhance our strength and growth; that is, of our characters; our limbs aren't going to start growing all of a sudden!",1,0.1,1
"By laughing at our struggles, not only can we overcome them, but we can even utilise them for our own personal strength and growth.*So the next time you try this exercise, remember to thank your hardship!",1,0.16,1
"You may be able to exploit one or some of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour. These are at the start of the protocols document, which I know, is pretty lengthy, so they may be worth reviewing when you can.*When I say ""pretty"", I meant ""very"", not ""beautiful-pretty"", though I wouldn't say the document is very beautiful either.*Adding colours might be a good idea.",1,0,1
"Maybe you could use some of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour? These are explained at the start of the protocols document if they don't ring a bell.*Don't worry; it's not nearly as long as the physics textbooks we were forced to regurgitate at high school.",1,0.12,1
"One or more of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour may be useful here.*Feel free to review these at the start of the protocols document - it's been a while. But kudos to you if you don't need it!",1,0.1,1
"Feel free to use one or some of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour.*If you'd like to review these, scroll to the start of the protocols document for their descriptions. We all need a quick reminder sometimes; even I glance at it from time to time...",1,0.01,1
"You may be able to exploit one or some of the SUPERIORITY, INCONGRUITY, and PLAYFUL THEORIES of humour.*These are like the three musketeers, but they encourage laughter instead of battle!",0.5,0.08,1
"Maybe you could exploit one or more of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour? These are at the start of the protocols document if you'd like to review them.*Don't worry; after reviewing them a few times, they will stick better with you. I even had a dream about one of them the other day...",1,0,1
"You might find the following theories of humour useful here: SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES.*These are at the start of the protocols document. If you've forgotten them, don't worry, you're certainly in good company! And a review would be well worth your time!",1,0.07,1
"Maybe you could use one or some or the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour? They are described at the beginning of the protocols sheet in case you've forgotten any of them.*Don't feel bad if that's the case - I even refer back to this at times. Don't worry, I still know my stuff!",1,0.03,1
"You may be able to exploit one or some of the SUPERIORITY, INCONGRUITY and PLAYFUL THEORIES of humour.*These are at the start of the protocols document, which you might wish to review, as I know it can be a lot to digest at once, like my mum's meatloaf.",1,0.11,1
"You might find the following theories of humour helpful here: SUPERIORITY, INCONGRUITY, and PLAYFUL THEORIES.*I understand that you might've got the hang of them already, in which case, sorry to bore you!",1,0,1
"Being able to accept and even ""love"" (as the world-renowned philosopher Nietzsche puts it) our hardships is an important life skill.*We explore this through LAUGHING AT LONG-TERM SUFFERING. Have you tried this before? That's not to say you should start looking for opportunities to suffer in the same way as you might look for a partner!",1,0,1
"After taking the notorious philosopher Nietzsche's advice, I've experienced growth due to my new attitude towards past hardships; by accepting and even loving them.*We call this LAUGHING AT LONG-TERM SUFFERING. Does that ring a bell? Try not to let the name of this exercise put you off. And if you don't trust me on this one, fair enough, but please trust Nietzsche and his wealth of experience!",1,0,1
An important life skill is accepting and even loving (encouraged by the famous philosopher Nietzsche) our hardships (LAUGHING AT LONG-TERM SUFFERING).*Have you attempted this before? Don't worry; I don't expect them to compete with ice cream!,1,0.07,1
"A very important life skill is the ability to come to terms with our hardships and even try to ""love"" them, encouraged by world-famous philosopher Nietzsche.*We call this LAUGHING AT LONG-TERM SUFFERING. Trust me; it's not as cynical as it looks. I know, the capitals aren't helping my case...",1,0.04,1
"Accepting and even loving our hardships is an important life skill, encouraged by the world-renowned philosopher Nietzsche.*We explore this through LAUGHING AT LONG-TERM SUFFERING. Phew, what a mouthful! I should probably start using abbreviations…",1,0.06,1
"From my experience, I find it helps to come to terms with, accept and even try to ""love"" (as the prominent philosopher Nietzsche encourages) our hardships. Have you tried this before? (LAUGHING AT LONG-TERM SUFFERING) ""Don't knock till you try it!""",1,0,1
"Nietzsche, a world-famous philosopher, encourages us to ""love"" our hardships. We can explore this idea in LAUGHING AT LONG-TERM SUFFERING, where we can practice accepting our hardships. Have you ever tried this?*Don't worry; I won't ask you to choose between them and Netflix! ",1,0.08,1
"Have you tried LAUGHING AT LONG-TERM SUFFERING before? If the idea that loving your hardships can be very beneficial to you almost made you fall off your chair, then the answer's probably no.",0.5,0.13,1
"Under the famous philosopher Nietzsche's advice, I've found that it helps to come to terms with and even ""love"" our hardships. What?!*Don't worry; this was me the first time too! We call this LAUGHING AT LONG-TERM SUFFERING. Have you tried this before? ",1,0.03,1
"Accepting and even trying to ""love"" (as the world-renowned philosopher Nietzsche puts it) our hardships is an important skill. Life's full of ups and downs; it would be boring otherwise. Well, mine would be!*Anyway, We call this exercise LAUGHING AT LONG-TERM SUFFERING. Have you tried it before? ",1,0,1
"Have you ever tried LAUGHING AT LONG-TERM SUFFERING? This involves coming to terms with and even trying to ""love"" (as distinguished philosopher Nietzsche puts it) our hardships, which can be very beneficial.*After all, our hardships are known to shape us, that is, along with our eating and exercise habits...",1,0,1
"Before trying to laugh off our hardships, we should spend some time reflecting on them. As they say, you can't run before you can walk.*Though I'm being a bit of a hypocrite myself, as I can run but I still haven't learnt to walk... But you get the idea, I'm sure.",1,0.05,1
I'd encourage you to spend some time reflecting on your hardships before trying to laugh them off.*Not loads of time - if only we had 'loads' of time to spare! But just enough to understand them and how they came about.,1,0,1
"We should always reflect on our hardships before we try to laugh them off. After all, they say that ""You can't run before you can walk"".*I guess I'm eating my words a little as I can't walk, but I'm running at the moment!",1,0,1
"Laughing at our hardships will, in the long run (not too long, though, as then I wouldn't be able to do it!), allow us to get past them and even develop our character.",0.5,0.12,1
We must set aside time to properly reflect on our hardships before trying this exercise in order to have the last laugh!,0.5,0.1,1
"We should first spend some time reflecting on our hardships before trying to laugh at them. As they say, ""preparation is the key to success"". And who doesn't want success?",0.5,0.17,1
We should spend some initial time reflecting on our setbacks before laughing them off. Or the joke would be on us!,0.5,0.06,1
"It is important to reflect on our hardships before attempting to laugh them off. After all, we don't want to end up laughing round like headless chickens…",1,0.04,1
"It is important to reflect on your hardships before attempting to laugh them off. You wouldn't want to end up like the Joker!*Okay, that's not possible as he's a movie character, but if you're interested in his story, head to this link: https://en.wikipedia.org/wiki/Joker_(2019_film)",1,0.31,1
"An essential first step is to reflect on your hardships before trying to laugh them off. But once you've done this, don't hold back; laugh your heart out (not literally)! ",1,0.12,1
"Then this should be fun! To playfully create your form of laughter, perform the following:*Loosen the muscles around your mouth and keep it open while repeating one of the following repetitious phrases (using any vowel) and turning it into laughter: {}*Try to ensure that your form of laughter requires a minimum amount of energy (so you can use it for extended periods).*I would avoid trying this at the zoo, as they might not let you out!",1,0,1
"So this will be fun! To invent your form of laughter, try these steps:*Relax the muscles near your mouth and leave it open while repeating any one of these vowel phrases and transforming it into laughter: {}*I would recommend keeping the required energy for your laughter minimal, so you can hold it for extended periods if needed.",1,0,0
"Then we better get to it! To playfully create laughter, start by loosening the muscles around your mouth, not so much that your jaw falls off!*Then keep it open while repeating one of the following repetitious phrases (using any vowel) and turning it into laughter: {}*Make sure your laughter doesn't require too much energy so that you can do it all if you needed.",1,0,1
"I see; then you're in for a treat! To do this, you will need to relax the muscles around your mouth and leave it open while repeating one of these phrases and transforming it into laughter: {}*Remember, for laughter to have a great sound, it needs to come from the heart, not the throat! Find something that really tickles your funny bone, but try to make it easy to repeat; if you're like me, you may want to use it for long periods!",1,0.02,1
"Great, then it can be a new, fun experience.*You can start by relaxing your mouth muscles, and then, while keeping it open, you should repeat one of the following vowel phrases with joy and energy: {}*But make it easy enough to perform for a long time as sometimes, once we get into it, our laughter can go on for hours! I would know about that!",1,0.09,1
"Now, this ought to be fun!*In order to cheerfully make your own laughter form, relax your face and open your mouth while repeating one of the following: {}*Don't make it too taxing though; I doubt your professor will appreciate the excuse ""Sorry I was late, I was laughing too hard.""",1,0.03,1
"So this should be fun! To create your own brand of laughter, try the following:*Loosen up the muscles around your mouth and leave it open while constantly repeating one of the following vowel phrases and turning this into laughter: {}*Make sure it doesn't need too much energy to perform as you might need it for long periods - like while you're speaking to me (hopefully!). ",1,0,1
"Don't worry; it's as easy as decimal point multiplication!*Is that not straightforward for everyone? Oh well, you get what I mean!*You just need to do this to create your own form of laughter: Loosen the muscles around your mouth and keep it open while repeating one of the following repetitious phrases (using any vowel) and turning it into laughter: {}*Try to make sure your laughter form does not require too much energy (so you don't get too tired even if you use it for extended periods).",1,0,1
"Let me help you playfully create your form of laughter, then!*For this, you need to perform the following: Loosen the muscles around your mouth and keep it open while repeating one of the following repetitious phrases and turning it into laughter: {}*You may wish to use your laughter form for extended periods so do ensure that it does not require too much energy.*Oh, I should've mentioned that having a mouth helps a lot for this exercise!",1,0,1
This should be fun then! You must perform the following steps to create your own laughter form cheerfully:*Loosen the muscles around your mouth and keep it open while repeating one of the following phrases (picking any vowel) and transforming it into laughter: {}*You'd want to be able to use your laughter form for extended periods so ensure that it requires a minimum amount of energy.,1,0,0
"Right then, I'm excited for you! Constructing your own form of laughter is straightforward (at least, more so than constructing an IKEA shelf!).*You will need to perform the following: Relax the muscles around your mouth and leave it open while reciting one of these repetitious phrases and turning it into laughter: {}*You might need to use your form of laughter for a while, so do make sure it requires a minimum amount of energy.",1,0,1
"Great, then I'm glad to show you how - or tell you, that would be easier!*To playfully form your own type of laughter, try the following: Loosen the muscles around your mouth and keep it open while repeating one of the following phrases (using a vowel of your choice) and turning it into laughter: {}*It's important to make sure your form of laughter requires a minimum amount of energy (so you can use it for extended periods).",1,0,1
"Ah, this should be fun! It's a playful process, creating your form of laughter, which I'll explain how to do:*Loosen the muscles around your mouth and keep it open while repeating one of the following phrases (using any vowel) and transforming it into laughter: {}*You must also ensure that your new laughter form doesn't cause you to run out of steam - who knows how long you'll need it for!",1,0,1
"Then you should find this fun! To playfully make your own brand of laughter, relax the muscles around your mouth and leave this open while repeating one of these phrases: {}*This should eventually turn into laughter. Also, do make sure it doesn't require too much energy so you can use it for a while if needed.*Oh, I almost forgot, remember to name your brand!",1,0,1
"Awesome, this will be fun. Start by loosening your mouth muscles, and then, leaving it open, cheerfully repeat one of the following phrases: {}*Do make your laughter brand easy enough to perform for a while, just in case.*And no, it doesn't require a logo, but you're welcome to design one!",1,0.03,1
"Well, you're lucky, as it's a fun process!*To start, you should relax your mouth muscles and then, while keeping it open, merrily recite one of the following phrases: {}*Remember to make your laughter brand comfortable enough to execute for a while, as you can't predict the humour of the situation - at least without a (fortune) humour teller!",1,0,1
"Well then, you're in for a treat! To create your laughter brand, you will need to loosen the muscles around your mouth and leave it open while repeating one of these phrases: {}*This should transform into laughter after several repetitions. Also, ensure it is easy to repeat, as you may want to use it for long periods.*Oh, and feel free to give your laughter brand a name. How does ""{Jane}'s chuckles sound""? I'm sure you can do better! ",1,0,1
An example could be wearing two different colour socks to work by mistake.*I'd like to think of it as a good ice breaker for everyone to laugh at when the conversation gets boring.,1,0.08,1
"An example could be wearing a t-shirt inside out by mistake. So the next day you could wear the same one the right way, and no one would realise!",1,0,1
"An example might be seeing your friend throw his spoon into the dustbin instead of the yoghurt container! I'm speaking from experience…*To be fair to my friend, it was early in the morning!",1,0.02,1
An example might be putting on your clothes back to front by accident. Or maybe you turned your head around instead?,0.5,0.08,1
"A common example could be calling your high school teacher ""mum"". At least you lightened the class mood!",0.5,0.05,1
Let's say you dropped your book bag on the way to class. Does no books mean no class?,0.5,0,1
One example could be leaving your house without an umbrella. I guess you're doomed if you live in the UK…,1,0.07,1
"Uhm, let's see. Perhaps a good example would be getting out of the house in the morning, unlocking the car, sitting down and starting the car, only to realise that your toothbrush is still in your mouth!*It happened to me once!",1,0.17,1
"An example I can think of is when I woke up late on the day of an important meeting, so I was frantically rushing to get into the office. I finally arrived, parked my car, and burst into an empty meeting room only to realise that it was Sunday!",1,0.22,1
"An example could be tripping up on the stage at your graduation ceremony. By then, It's too late for them to take back your degree!",0,0.14,1
"An example could be when I accidentally showed up to work in my pyjamas, which provoked lots of laughter from all my colleagues.*At least it gave everyone a real productivity boost by starting the workday more playful and relaxed!",1,0.09,1
An example could be turning up to the wrong class at university; at least you learnt something new that day!,0,0.06,1
"How about wearing two different colour socks by mistake?*I guess you could try to stay on your side for the day; that way, no one would notice - and your step count would increase too!",0.5,0.04,1
"One example could be dropping your groceries on your way home from the store. Better to laugh than ""cry over spilt milk""!",0,0.06,1
"Wow, I am jealous - I make mistakes all the time!",0.5,0.16,1
"Impressive but peculiar! Meanwhile, I'm making mistakes left, right and centre…",0.5,0.02,1
"I wish I could relate to that! I make mistakes all the time, so lucky you.",0.5,0.16,1
"Wow, I would love to be free of mistakes; I make them every day - just look at my clothes.",0.5,0.17,1
"Wow, that's impressive, But they say that ""To err is human"". So that makes me wonder what you are …",0.5,0.06,1
"Wow, that's unheard of for me!",0,0.24,1
"Wow, even Einstein made mistakes!",0,0.03,1
"Wow, that's shocking! I make them often. I once made the mistake of running out of power in the middle of a session - they charged me with a battery!",0.5,0.19,1
"Ah, I can't relate. I even make mistakes in my sleep.",0.5,0.18,1
No mistakes?! Are you really human? You're definitely not a computer then either!,0,0.06,1
"Wow, that's quite rare! I often make them without realising it…",0.5,0.06,1
"Lucky you, my second name is a mistake. Because my parents misspelt it on my birth certificate…",0.5,0.04,1
Really? I've made so many that I could probably win an award!,0.5,0.12,1
"If only I could be free of my errors. I'd weigh a lot less, that's for sure.",0.5,0.24,1
Really? Mistakes are a big part of my life.,0,0.3,1
"Oh wow, lucky you then! I can't think of a life without mistakes!",0.5,0.07,1
I see. I hope you're not finding it too boring then.,0.5,0.17,0
How bizarre. That's an incongruity to me!,0.5,0.16,1
"Interesting! Feel free to give this another thought later, as we sometimes overlook these.*Even speaking with me counts if it's your first time, in which case, I hope I can convince you that it's worth coming back!",1,0.13,1
"Really? I'll try to fix that for you, providing something new and exciting to your day!",0.5,0.16,1
"That's surprising. Inconsistency can be good at times, though, as it mixes things up in life. Like an ice cream sundae!*So don't worry if you experience any in the future! ",1,0.15,1
"Ahh, maybe you're a creature of habit? I'm more of a loose canon.",0.5,0.17,1
"That's surprising. I experience them all the time, even though I'm stuck inside your computer!",0.5,0.14,1
"Ah, none at all? I find several incongruous events in the world around me rather than in myself.*All it takes is one small inconsistency in my code and I would short circuit!",0.5,0.08,1
"Wow, I hope it doesn't get boring then!*If it does, try mixing things up. Maybe change your ink cartridge from blue to red?",1,0.12,1
"That's nice. People think we're consistently consistent, but I must admit that this is not consistently true! ",1,0,1
"Well, hearing this has certainly added more incongruity to my day - it's quite unexpected to me!",0.5,0.13,1
"Wow, I could only imagine! It would be cool to switch lives sometime…",0.5,0.03,1
"If you look for long enough, you will find something, especially if your eyes fall out of your head!",0.5,0.2,1
