statement,annotator1_score,annotator2_score,annotator3_score,humour_score
"Making up a new laugh, known as your LAUGHTER BRAND, can be very beneficial to your general mood and when trying to cope with stress.*But it does take time to perfect, so don't be in a rush.",0,0,0,0
"If you do, at some point, make any mistakes, try to laugh them off and remember they are part of learning and growing. So we should really be thankful for them.*This idea is explored more in a couple of the more advanced protocols (LAUGHING AT MISFORTUNES and LAUGHING AT LONG-TERM SUFFERING).",0,0,0,0
Try laughing at any of your errors on your own in the same way.,0,0,0,0
"You are making good progress, learning how to laugh it off, {}, well done.",0,0,0,0
"It's a real achievement to be able to recognise the underlying reason behind our low state and identify how to laugh it off in order to deal with this. Great progress, {}.",0,0,0,0
It is really great that you are able to recognise how you could laugh it off.,0,0,0,0
"Have you tried laughing at and viewing the situation differently? Perhaps, there are some positives to this setback?*This is what we refer to as LAUGHING AT MISFORTUNES.",0,0,0,0
Have you tried to laugh about the setback while finding another interpretation of this? Can you identify positive elements of this setback?*We refer to this as LAUGHING AT MISFORTUNES.,0,0,0,0
Have you tried to laugh while you change your interpretation of this setback? Does it have any positive aspects?*This is what we call LAUGHING AT MISFORTUNES.,0,0,0,0
"Have you ever tried to reflect on a setback and laugh over it after viewing it from another perspective? It's possible, and very beneficial to find positive aspects in even the worst of our setbacks.*We call this LAUGHING AT MISFORTUNES.",0,0,0,0
May I ask if you experienced this problem in the distant past?,0,0,1,0
Was this an experience from the past that you have struggled with for a long time?,0,0,0,0
Is this setback something you've experienced in the past and struggled with for a long time?,0,0,0,0
Have you experienced this setback in the distant past and struggled with it for a long time?,0,0,0,0
Has it been a while since you experienced this setback? Do you feel that you have struggled with it for a long time?,0,0,0,0
"Nietzsche, a prominent philosopher, feels that defeat and despair should be welcomed and even desired. A shocking paragraph in one of his writings demonstrates this belief, and we should recite it while acknowledging our setbacks.*We must begin to laugh as we read: {}, and continue laughing while reciting the rest of the paragraph.*We are able to laugh at it since it opposes our firm beliefs.",0,0,0,0
"Nietzsche, the philosopher, believes that defeat and despair should not only be accepted but even desired. A surprising paragraph in one of his writings captures this view, and it can help us to recite it while thinking about our setbacks.*The goal is to start laughing when completing the sentence: {} and continue to laugh while reciting the rest of the paragraph.*The reason we can laugh at this is that it conflicts with our profound beliefs.",0,0,0,0
"Nietzsche, a highly influential philosopher, believes that pain and loss should be embraced and even desired. One of his writings captures this belief in a startling paragraph, which we should recite while keeping our hardship in our mind.*We can start laughing when completing the sentence: {} and continue to laugh while finishing the paragraph.*Our laughter is triggered by the paragraph's conflict with our deep-rooted beliefs.",0,0,0,0
"Nietzsche's (a highly influential philosopher) belief that we should welcome and even desire both defeat and pain is reflected in one of his writings.*We should read this aloud while thinking about our setbacks. The goal is to begin laughing when reading aloud the sentence: {}, and we should carry on laughing, while we recite the remainder of the paragraph.*We are able to laugh at this because it counters our deep-rooted faiths.",0,0,0,0
This is the full paragraph:*{}*Let me know when you have finished reading it.,0,0,0,0
Here is the full quote:*{}*Let me know once you have read it.,0,0,0,0
This is the full paragraph:*{}*Let me know when you have read this.,0,0,0,0
"Here you go, the complete paragraph:*{}*Let me know once you have read this.",0,0,0,0
Here it is: *{}*Let me know once you have read this.,0,0,0,0
"Ok, so here is the quote:*{}*Let me know once you have finished reading this.",0,0,0,0
Here is the quote:*{}*Do let me know once you've finished reading it.,0,0,0,0
This is the quote:*{}*Please do let me know once you've read it. ,0,0,0,0
"Do you recall any lasting hardships or difficulties present in your life, for example, an illness or loss?",0,0,0,0
"Do you recognise any long-standing difficulty present in your life, such as defeat or illness?",0,0,0,0
Can you think of any lasting hardship or difficulty in your life? Any illness or loss?,0,0,0,0
Do you feel that there are any past hardships you are still suffering? Something like a loss or sickness?,0,1,0,0
"Can you recall any long-lasting malice or difficulty present in your life, such as an illness or loss?",0,0,0,0
Is there any long-standing hardship or difficulty floating around in your life?,0,0,0,0
"Would you say that this hardship has been around for a long time, and you've had time to reflect on it?",0,0,0,0
Do you feel you've had enough time to reflect on this hardship? And that it occurred a while ago?,0,0,0,0
"Do you feel that this hardship has been with you for a long time, and have you had sufficient time to think it over?",0,0,0,0
"Has your hardship been around for a long, and have you been thinking about it over a long period?",0,0,0,0
"Do you feel that this difficulty has been around for a long time, and have you had enough time to reflect on it?",0,0,0,0
"Through one of his famous quotes, Nietzsche encourages us to ""love"" everything that happens to us, good or bad, pleasurable or painful. This, obviously, contradicts our belief that painful things are undesirable and not likeable, and therefore I find this quote quite funny.*Now I would like you to read this quote out loud while thinking of this hardship you've been going through, and laugh aloud when you reach the end of it, particularly the final words, ""but love it"".",0,0,0,0
"In another of Nietzsche's quotes, he says that one should not just carry but rather ""love"" everything that has happened to them, good and bad.*The goal is to announce the quote while we reflect on our hardship and laugh out loud once we reach the phrase, ""but love it"".",0,1,0,0
"In a quote by Nietzsche, a world-renowned philosopher, he urges us to not just bear, but also ""love"" all that has happened to us, including our despair. This is funny as it contradicts our views.*A useful exercise is to recite his quote while considering our hardship and laughing out loud as we reach the ending words, ""but love it"".",0,0,0,0
"In one of Nietzsche's popular philosophical quotes, he urges us not just to carry on but to ""love"" all things that happen to us. This included our grief, which contradicts our beliefs and so is funny.*The aim of this exercise is to recite this quote while thinking about our hardship and laugh aloud when we finally get to the words, ""but love it"".",0,0,0,0
"Could you use any of these philosophies of humour to laugh it off?*If you are unsure, you can review them in the humour document.",0,0,0,0
Are any of these theories of humour applicable for laughing it off?*You can review the humour document for inspiration.,0,0,0,0
Could any of these humour theories be applied to laugh this off?*Feel free to review them in the document if you're unsure.,0,0,0,0
"Try to spot the relevant humour theory(ies) that you can use to laugh it off?*If you're having a hard time with this, feel free to review them in the humour document.",0,0,0,0
"Could you apply any of these theories of humour to laugh it off?*If unsure, feel free to review them in the humour document.",0,0,0,0
Would you like to identify the possible reason why you're feeling this way?,0,0,0,0
Would you like to explore the possible cause of this feeling?,0,0,0,0
Would you like to find out the possible cause for why you're feeling this way?,0,0,0,0
Are you comfortable with exploring why you might be feeling this way? ,0,0,0,0
Do you think you might be feeling like this because of an inconsistency present in your life?,0,0,0,0
Do you think your negative feeling could be due to inconsistency or an incongruity?,0,0,0,0
Do you think that an incongruity might be causing your negative mood?,0,0,0,0
Do you think the cause of your negative feeling might be an inconsistency or incongruity?,0,0,0,0
Do you think it is an incongruity that's causing your negative feeling?,0,0,0,0
Would you like to continue exploring the root cause of this feeling?,0,0,0,0
Would you like to understand further what might be triggering this feeling in you?,0,0,0,0
We can try to identify more involved possible triggers for this feeling? Is this something you'd like to do?,0,0,0,0
Would you like to explore heavier possible triggers for this feeling? ,0,0,0,0
The trigger may be a bit deeper than a minor error or change. Would you like to explore this idea?,0,0,0,0
Do you think it might be a past setback triggering this feeling?,0,0,0,0
Do you think your low mood could be due to a distant setback?,0,0,0,0
Could it be a distant misfortune that has caused this bad feeling?,0,0,0,0
Could it be a setback from your past that's causing this feeling in you?,0,0,0,0
Could it be a prior setback that invoked this negative feeling?,0,0,0,0
Maybe you are facing a long-term hardship that could be causing you to feel this way?,0,0,0,0
Are you facing a long-term hardship that may be linked to your current feeling?,0,0,0,0
Might the trigger be a hardship or long-standing difficulty that you're currently facing?,0,0,0,0
Are you facing a long-term hardship that's causing this negative feeling?,0,0,0,0
"If while you laugh, you perceive that you are actually laughing out of contempt, please try to reflect on it and try NEUTRALISING THE CONTEMPT or changing it into non-hostile humour (by surprise and amusement - refer to the SELF-INITIATED HUMOROUS PROTOCOLS that use incongruities to trigger laughter).",0,0,0,0
"If you feel contempt, in any way, while laughing, try to first think about this and attempt NEUTRALISING THE CONTEMPT and reforming it to positive humour.*This is achieved by surprise and amusement; refer to the SELF-INITIATED HUMOROUS PROTOCOLS that exploit incongruities for laughter if you need more information.",0,0,0,0
"In the event that you encounter any contempt within your laughter, first, reflect on it and then try NEUTRALISING THE CONTEMPT or transforming it into light-hearted, positive humour (by surprise and amusement - refer to the SELF- INITIATED HUMOROUS PROTOCOLS, which use incongruities to initiate laughter).",0,0,0,0
"While you are laughing, if you experience any contempt, try to reflect on this and either try NEUTRALISING THE CONTEMPT or converting it into pleasant humour.*This can be achieved with shock and amusement. I'd recommend you to look at the SELF-INITIATED HUMOROUS PROTOCOLS that use incongruities to trigger laughter in the document.",0,0,0,0
"During your laughter, if you experience any contempt, first things first; reflect on this and then try NEUTRALISING THE CONTEMPT or transforming it into friendly humour with astonishment and amusement.*You can review the SELF-INITIATED HUMOROUS PROTOCOLS, which exploit incongruities as laughter triggers.",0,0,0,0
There are more details of this in the protocols sheet. I'd recommend having a review in your own time.,0,0,0,0
"In the protocols sheet, you can find further details, which you may want to review in your own time.",0,0,0,0
"From the record you got decades ago: there are further details on the protocols sheet, which you can review whenever you need it.",0,0,0,0
There is more information in the protocols sheet if you wish to review them in your own time.,1,0,0,0
A review of the protocol sheet might be helpful if you'd like further details on this.,0,0,0,0
"I hope it makes sense, but would you need any further clarification?",0,0,0,0
Do you need some further clarification on this exercise?,0,0,0,0
Do you need more clarification on this exercise?,0,0,0,0
Would you like a further explanation?,0,0,0,0
Do you want some further guidance on this exercise? I am happy to help.,0,0,0,0
The theories that we are using here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0,0,0
The applicable theories here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0,0,0
The INCONGRUITY and SUPERIORITY THEORIES of humour are relevant here.,0,0,0,0
The underlying theories that can be applied here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0,0,0
Would you say that you have experienced any incongruity in your life recently?,0,0,0,0
Have you recently experienced incongruity?,0,0,0,0
Have you lately experienced any incongruity in your life?,0,0,0,0
"Lately, have you experienced any incongruity in your life?",0,0,0,0
Shall we try this out?,0,0,0,0
How do you feel about this?,0,0,0,0
Would you like to try this out?,0,0,0,0
How would you feel trying this out?,0,0,0,0
"Please tell me, {}, how do you feel now, after attempting this?",0,0,0,0
"Can you reflect how you feel, after trying this?",0,0,0,0
How did it feel once you had tried this?,0,0,0,0
How did you feel once you had attempted this?,0,0,0,0
"I hope this makes sense, {}?",0,0,0,0
Would you day that makes sense?,0,0,0,0
Is that clear?,0,0,0,0
Does that seem clear?,0,0,0,0
Would you like to go further with another exercise related to this one that might also benefit you?,0,0,0,0
Would a related exercise be something you are interested in exploring?,0,0,0,0
Do you want to look at a related exercise?,0,0,0,0
Should we discuss a related exercise?,0,0,0,0
Have you already tried to laugh this off?,0,0,0,0
Have you tried using laughter to cope with it?,0,0,0,0
Have you tried laughing at this?,0,1,0,0
Have you ever attempted to laugh this off?,0,0,0,0
Have you tried laughing this off?,0,0,0,0
Did you ever try to laugh about this?,0,0,0,0
"To laugh it off, we must switch our focus to the positive impact it has had on us.*I'm not saying it will be easy, but it will be worth it.",0,0,0,0
"To laugh it off, we have to focus on any of its positives, despite its painfulness.",0,0,0,0
"To laugh it off, we must, despite its painfulness, focus on any positive impact it has brought to us.",0,0,0,0
Have you tried laughing to deal with this?,0,0,1,0
"Even though this can be painful, we should try to concentrate on any positive impact it might have brought on us (perhaps our personal growth). In this way, we will be able to laugh it off.",0,0,0,0
"To cope with this via laughter, attempt to adjust your interpretation to focus on its positives. We call this LAUGHING AT MISFORTUNES. ",0,0,0,0
"In order to laugh it off, we should, despite any discomfort, concentrate on the advantages it has brought us.",0,0,0,0
"To laugh it off, we must try to adjust how we view and interpret it, focusing on the positive aspects instead.",0,0,0,0
"To laugh it off, we must attempt to switch our interpretation of it (like with LAUGHING AT MISFORTUNES or setbacks) and concentrate on its positives.",0,0,0,0
"To laugh about this, we can alter our understanding of it (as with LAUGHING AT MISFORTUNES or setbacks). We can choose to focus on its positives only.",0,0,0,0
"To laugh this off, we aim to change our interpretation of it (as in LAUGHING AT MISFORTUNES or setbacks) and concentrate on its positive side.",0,0,0,0
"To laugh this off, we must try to change our view of it (as with LAUGHING AT MISFORTUNES or setbacks) and focus on its positives.",0,0,0,0
"To laugh it off, the idea is to adjust our interpretation of it (like with LAUGHING AT MISFORTUNES or setbacks) and concentrate on the positives instead.",0,0,0,0
"How do you feel about using CONTRASTING VIEWS of an image, maybe, as a laughter trigger?",1,0,0,0
"What do you think of using CONTRASTING VIEWS, say, of an image as a trigger for laughter?",0,0,0,0
"How do you feel about using CONTRASTING VIEWS, of an image, as a reason to laugh?",0,0,0,0
Let's start exploring how to nurture your sense of humour.,0,0,0,0
Let's begin exploring how to nurture your sense of humour.,0,0,0,0
Let's start exploring how to develop your sense of humour.,0,0,0,0
Can you realise the underlying reason behind your feeling? You don't need to tell me.,0,0,0,0
"Can you identify the reason behind this feeling? You don't need to share it, but it's important to be aware of it.",0,0,0,0
"Can you detect the underlying reason behind this feeling? I won't ask you to share further details, don't worry, {}.",0,0,0,0
Is it possible that you can identify the underlying reason behind this feeling?*I don't need to know this reason; it's for your own benefit.,0,0,0,0
"Can you detect the underlying reason behind this feeling? I won't ask you to share further details, don't worry.",0,0,0,0
Does LAUGHING AT MISFORTUNES ring a bell as something you might have tried towards your setback?*It would involve changing your interpretation of it and looking for any positives.,0,0,0,0
Did you ever try to laugh at the setback while changing your interpretation of it? Can you discover any positive sides to it?*This is we call LAUGHING AT MISFORTUNES.,0,0,0,0
Have you tried laughing at the setback while changing your interpretation of this? Can you identify any positive aspects of this setback?*We call this LAUGHING AT MISFORTUNES.,0,0,0,0
"If I may, do you feel that and have you struggled with this setback for a long time?",0,1,0,0
"Would you say there is an existing hardship or difficulty in your life, say a loss of some kind?",0,0,0,0
"Do you recognise any long-standing hardship or difficulty present in your life, such as an illness or loss?",0,0,0,0
"In one of Nietzsche's notable quotes, he encourages us to take everything that happens to us with ""love"". This includes our suffering, which conflicts with our common beliefs and therefore is funny.*We try to recite his quote while thinking about our difficulty, laughing out loud when we reach the final part, ""but love it"".",0,0,0,0
"In one of Nietzsche's well-known philosophical quotes, he encourages us not just to bear but to ""love"" everything that has happened to us, including our suffering, which contradicts our beliefs and therefore is funny.*The aim is to recite his quote while thinking about our hardship, laughing aloud when we reach the final words, ""but love it"".",0,0,0,0
Would you like to explore the possible cause for why you're feeling this way?,0,0,0,0
Maybe it's a distant setback that's causing this feeling?,0,0,0,0
Might the trigger be a distant setback?,0,0,0,0
Could it be a distant setback that's causing this negative feeling?,0,0,0,0
"If you experience any contempt during your laughter, first acknowledge this and try NEUTRALISING THE CONTEMPT or transforming it into happy humour.*This can be achieved by feeling surprised and amused - refer to the SELF-INITIATED HUMOROUS PROTOCOLS that exploit incongruities.",0,0,0,0
"You may, unfortunately, experience contempt in your laughter (to yourself or others). I'd encourage you to reflect on this and try NEUTRALISING THE CONTEMPT or converting it into non-hostile humour, which you can achieve with surprise and amusement.*If you're unsure how you'd manage this, please refer to the SELF-INITIATED HUMOROUS PROTOCOLS that use incongruities as laughter triggers.",0,0,0,0
"If you experience any contempt during your laughter, first reflect on this and try NEUTRALISING THE CONTEMPT or converting it into non-hostile humour (by surprise and amusement - refer to the SELF-INITIATED HUMOROUS PROTOCOLS that use incongruities to trigger laughter).",0,0,0,0
A review of the protocols document will be helpful if you need further clarification in your own time.,0,0,0,0
You can find further details of this in the protocols sheet. A review of these in your own time might be helpful.,0,0,0,0
The protocols sheet offers more details of this in case you need a quick review.,0,0,1,0
How do you feel about trying this out?,0,0,1,0
Would you like some further clarification on this exercise?,0,0,0,0
Do you want me to clarify further?,0,0,0,0
The theories used here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0,0,0
"So, you're good to attempt this yourself?",0,0,0,0
The underlying theories used here are the INCONGRUITY and SUPERIORITY THEORIES.,0,0,0,0
Notice any incongruities or inconsistencies in your life lately?,0,0,0,0
How excited are you to try this out?,0,1,0,0
Have you experienced any incongruity in your life lately?,0,0,0,0
How do you feel about trying this exercise?,0,0,0,0
"And after trying to yourself, how did it make you feel?",0,0,0,0
"And once you'd finished this, how did you feel?",0,0,0,0
How did you feel after trying this out?,0,0,0,0
How did this make you feel?,0,0,0,0
"Can you identify the underlying reason behind this feeling, {}? You don't need to share the reason.",0,0,0,0
Does that make sense?,0,0,0,0
Would you like to explore a related exercise?,0,0,0,0
Have you tried laughing at this before?,0,0,0,0
"To laugh this off, we must try to adjust our interpretation of it (as with LAUGHING AT MISFORTUNES or setbacks) and focus on the positives instead.",1,0,0,0
"How do you feel about exploiting CONTRASTING VIEWS, of an image, for example, as a trigger for laughter?",0,0,1,0
Can you determine why you're feeling this way?*You don't need to tell me; I'm just asking as this will help you overcome it.,0,0,0,0
Let's begin our exploration of how to develop your sense of humour.,0,0,0,0
Is that clear to you?,0,0,0,0
"If you're interested in this, there's a related exercise. Would you like to explore it?",0,0,0,0
How would you like to explore a protocol that's closely related to this one?,0,0,0,0
Have you got it?,0,0,0,0
Are you interested in investigating a related task?,0,0,0,0
Have you ever considered laughing this off?,0,0,0,0
"Do you feel comfortable about the idea of exploiting CONTRASTING VIEWS, of an image, for example, as a trigger for laughter? ",0,0,0,0
"To laugh this off, we must try to adapt our perception of it (as with LAUGHING AT MISFORTUNES or setbacks) and look at the positives instead.",0,0,0,0
"To laugh it off, we have to try to alter our perception of it (as with LAUGHING AT MISFORTUNES or setbacks) and look at the positives instead.",0,0,0,0
"Are you happy to exploit CONTRASTING VIEWS, of an image, for example, to trigger your laughter?",0,0,0,0
"To get past this setback using laughter, try to change your view of it and look at the plus side. This is LAUGHING AT MISFORTUNES. ",0,0,0,0
Do you know why you are feeling like this?*Don't feel pressured to tell me; I'm just asking as it would be helpful to you.,0,0,0,0
Do you recognise the root cause of your feeling? I won't ask you to share it; don't worry.,0,0,0,0
"Do you think you might be able to apply any of these theories of humour and laugh at this?*If you are not sure which theories I am referring to, feel free to have a look at them in the humour document.",0,0,0,0
I’m pleased you enjoyed that. Hopefully I can keep it up!,0,0,0,0
"Ah, that’s so encouraging; thank you!",0,0,0,0
"Aw, that made my day!",0,0,0,0
"Good, I'm glad that I made you laugh.",0,0,0,0
I see. I'll work on it.,0,0,0,0
"I'm sorry about that. Hopefully, I can satisfy you next time.",0,1,0,0
I understand. Whatever makes you feel comfortable.,0,0,0,0
No problem!,0,0,0,0
No problem at all! You need only share what you are comfortable with.,0,0,0,0
Please do not feel pressured to share anything if you're not comfortable; I completely understand!,0,0,0,0
"Of course, I understand. Whatever you're comfortable with.",0,0,0,0
I completely understand and respect your decision.,0,0,0,0
"No problem, I respect your decision.",0,0,0,0
Awesome. Let's read the complete quote now so you're more comfortable when you try this yourself.,0,0,0,0
Great. We can read the complete quote now to get started.,0,0,0,0
"Awesome! To get started, read the full quote.",0,0,0,0
"Perfect, let's read the quote to start off then.",0,0,0,0
Awesome! We can start by reading the full quote.,0,0,0,0
"Great, let's start by reading the quote.",0,0,0,0
"Okay, no worries. You can find a more detailed explanation in the protocol sheet. Please have a look at it now and let me know once you're ready.",0,0,0,0
"No worries. Do review the protocol sheet for further explanation, and once you've completed this, let me know.",0,0,0,0
"No problem. Feel free to review the protocol sheet for a more detailed explanation, and once you've finished, let me know.",0,0,0,0
Don't worry. You can review the protocol sheet if you like and let me know when you're ready to continue.,0,0,0,0
"That's okay. Have a review of the protocol sheet for further explanation, and come back here once you're ready to continue.",0,0,0,0
No worries! How about going back over the protocol sheet for a more coherent explanation? And let me know when you're finished!,0,0,0,0
"I get it, it's not easy, but by realising how to laugh it off, you are almost there!",0,0,0,0
Don't worry; you have done well to get to where you are now. ,0,0,0,0
"You've taken the hardest step already; you're almost there, {}.",0,0,0,0
"Hey, it's okay. You're making progress and will get there in no time.",0,0,0,0
Don’t feel bad. You have already acknowledged the reason for your negative feeling and how you can deal with it - that’s a big step!,0,0,0,0
"Incongruity can trigger DUCHENNE (true) LAUGHTER.*It is likely that you came across incongruities already, for example, when you experienced changes in the outside world or noticed your own contradictions or changes of attitude toward a certain topic. They can also be inconsistencies between what we expect the world to be like and how it actually is.",0,0,0,0
An incongruity can initiate DUCHENNE (true) LAUGHTER and can occur through any changes in the outside world or your internal contradictions or change of attitudes.*It could even be an inconsistency between the reality of the world and our expectations. ,0,0,0,0
"An incongruity can be a trigger for DUCHENNE (true) LAUGHTER. You might have experienced this through any changes in the outside world or your own contradictions or change of attitudes.*On the other hand, it could be an inconsistency between the reality of the external world and our expectations. ",0,0,0,0
An incongruity is essentially a trigger for DUCHENNE (true) LAUGHTER.*It can be experienced through contradictions in your attitude or behaviour and changes in the real world. Or it may be an inconsistency between a world reality and our expectation of something.,0,0,0,0
"Incongruity can cause DUCHENNE (true) LAUGHTER. Be it through your contradictions or maybe through changes in your attitudes or the outside world.*It may, on the other hand, be any inconsistency between the reality of the external world and our expectations.",1,0,0,0
"An incongruity can be a stimulus for DUCHENNE (true) LAUGHTER. You may have noticed this through changes in the external world or your own internal contradictions or change of attitudes.*Equally, it could be an inconsistency between realities in the world and our expectations.",0,0,0,0
"It's a common cause of DUCHENNE (genuine) LAUGHTER. It can be experienced through shifts in the external world or your internal thoughts and attitudes.*On the other hand, it may be an inconsistency between a world truth and our expectations.",0,0,0,0
It can be a trigger for DUCHENNE (true) LAUGHTER. It often shows up through changes in the external world or internal contradictions or changes in attitudes.*Sometimes it can be an inconsistency between the reality of the world and our expectations.,0,0,0,0
"This makes sense in line with Nietzsche's well-known saying: ""What doesn't kill you makes you stronger.""*For example, I once accidentally left the car door unlocked, and someone stole the pushchair that I had left in it! Since then, I've gained a good habit of always double checking the locks.",0,0,0,0
"You may recall Nietzsche's saying that's relevant here: ""What doesn't kill you makes you stronger.""*I can think of a personal example where my friend was overwhelmed with work and relationship stresses, which caused him anxiety and panic attacks.*It took him several months to build himself back up, but now he understands his stress triggers very accurately and has never been more healthy and confident in his life.",0,0,0,0
"As you may know, Nietzsche suggested, ""What doesn’t kill you makes you stronger."", which sounds quite dark when you think about it but is very significant to this idea of overcoming our setbacks. A situation you initially perceived as destructive may actually have been a beneficial experience.*Say you trip up and graze your knee as your shoelaces were untied; the pain from this experience may remind you to tie your shoelaces extra tight next time.",0,0,0,0
"How are you now, after our conversation?",0,0,0,0
"Having reached the end of the session, how are you feeling?",0,0,0,0
How are you now feeling? ,0,0,0,0
How are you now feeling?,0,0,0,0
Would you say you're feeling any better now?,0,0,0,0
"Do you feel better, worse, or the same?",0,0,0,0
"Now that we're at the end of the session, how are you feeling?",0,0,0,0
"I'd like to ask you, now that we're at the end, how are you feeling?",0,0,0,0
Are you feeling any better now?,0,0,0,0
"Now that we've reached the end of our session, how are you feeling?",0,1,0,0
"Every setback should have some positive impact on your life. In this exercise, you should try to concentrate on its positives and change your view of the setback.",0,0,0,0
"In this exercise, you would be involved with adjusting your interpretation of this setback and acknowledging its positive impacts.",0,0,0,0
This would entail you adjusting your interpretation of this setback and trying to acknowledge its positive impacts.,0,0,0,0
"For this, you should try to change your interpretation of the setback and acknowledge its positive aspects.",0,0,0,0
"Here, the idea is to focus on the positive impacts this experience had on you.",0,0,0,0
There are always positives to take from any setback. This exercise encourages you to adjust your initial view of your misfortune and acknowledge the positives.,0,0,0,0
"How are you feeling, having reached the end of our session?",0,0,0,0
"So, how are you now?",0,0,0,0
How are you feeling now that we're at the end of our session?,0,0,0,0
"Now that we're at the end of the session, how would you say you are feeling?",0,0,0,0
Has our conversation helped you feel any better?,0,0,0,0
This exercise encourages you to change your perspective on this situation and also acknowledge any of the situation's positives.,0,0,0,0
The exercise would involve you attempting to alter your view of this setback and acknowledge its positive impacts on you.,0,0,0,0
This involves interpreting the hardship in a new way. Has it brought about any benefits to your character or life in general?*Just surviving the hardship suggests you are probably stronger!,0,0,0,0
"This would involve developing a new interpretation of this hardship. Maybe it has made you wiser? Or has it brought about any benefits to your life?*At the very least, just surviving the hardship means that it has probably made you stronger.",0,0,0,0
"You will need to change your perspective of the problem at hand for this exercise. Perhaps you're wiser than you were before it? Might it have brought some positives to your daily life?*Even at the bare minimum, getting through this means you've become a stronger and more resilient version of your past self.",0,0,0,0
The exercise would involve you developing a new interpretation of the hardship. Try to tell if it has made you wiser in any way? Or if it has brought about any benefits to your life?,0,0,0,0
Would you like to give it a go?,0,0,0,0
So are you happy to try this?,0,0,0,0
Would you like to try this?,0,0,0,0
Do you want to give this a go?,0,0,0,0
Would you like to try this exercise yourself?,0,0,0,0
Want to give it a go?,0,0,0,0
Does this look like something you'd wish to try?,0,0,0,0
How about trying this?,0,0,0,0
"This should be constantly worked on, whenever possible, to develop it further, since it can become very advantageous throughout your life.",0,0,0,0
"It is best to constantly work on this, whenever possible, to develop it further, as it can become a major advantage throughout your life.",0,0,0,0
Try to make time to carry on working on this. It could help you out in the future!,0,0,0,0
"Ideally, you should work on this whenever you can. Developing it further can become a major advantage in all the stages of your life.",0,0,0,0
Your laughter brand will assist you throughout your life! It’s best to consistently work on and develop it to maximise what you can get out of it!,0,0,0,0
It is best to continually develop this as it can become a significant advantage throughout your life.,0,0,0,0
"It would be ideal if you could constantly work on this, at any possible moment, to develop it further, as it can become a massive benefit to your life.",0,0,0,0
"You should try to constantly work on this when you can, as it can become a major advantage throughout your life.",0,0,0,0
"Whenever possible, try to work on this as it would benefit your life greatly.",0,0,0,0
"You can think about the opposites to some of your core beliefs and try to justify why that would be better. It can be anything from politics, religion, culture or philosophy.*For example, if you think going vegan is not worth it, you could look into why it could be better for everyone.",0,0,0,0
"You may wish to explore counterpositions to a strong belief of yours.*For example, if you are against school uniforms, as they violate students' freedom to express their individuality, you can instead explore why one should enforce school uniforms (as they encourage a sense of belonging within the student body).",0,0,0,0
"You could investigate oppositions to one of your strongly followed beliefs, like who you'd want to be prime minister.",0,0,0,0
"One way is to explore counterpositions to a strong belief.*For example, if you believe feeling good and rested is a priority to working, try to play out the argument that hard work is better than enjoying life.",0,0,1,0
"And now that we've conversed, how are you feeling?",0,0,0,0
How would you say you're feeling now?,0,0,0,0
"Now that we're at the end of the session, how do you feel?",0,0,0,0
"We will be discussing some of these protocols today, but practising them during your daily life is where you will receive the real benefit as your laughter will become more natural and frequent, and you'll feel happier for it.",0,0,0,0
How are you feeling today? ,0,0,0,0
"It would be most beneficial if you can now recognise the discussed contexts for laughter (i.e. daily routine-accomplishments (SELF-GLORY), incongruities (INCONGRUOUS SELF and or WORLD), faults (SELF-ERROR), etc.) as often as possible throughout your life.*There is no endpoint to developing a sense of humour, it is a journey, and the most important thing is to enjoy it! And I will be here if you need me. ",0,0,0,0
"Great, feel free to try this in your own time. I look forward to hearing how you find it. ",0,0,0,0
"Try practising this on your own, whenever it suits you.",0,1,0,0
Feel free to practise this again whenever it suits you.,0,0,0,0
Is your body in a playful mode? Adults often tend to get stuck in a serious mode.,0,0,0,0
"Great, I won't make you share it as I know that can be very personal.",0,0,0,0
"How about ""Stairway To Heaven""? Or even make up your own. ",0,0,0,0
"Do you spend any time acknowledging your small achievements, such as daily routine tasks?",0,0,0,0
"Try congratulating yourself, with a smile or laugh, on something simple that you have completed, such as doing the dishes.",0,0,0,0
"One way to induce a change in perception is by staring at this image of the GESTALT VASE, where you should also see two white faces and smile or laugh while repetitively switching between both interpretations.*{}*It comes from GESTALT PSYCHOLOGY. Gestalt is a German word that is interpreted as ""pattern"". ",0,0,0,0
"DUCHENNE LAUGHTER is considered the sole indicator of true enjoyment.*Just as we practice swimming or running as a physical exercise rather than trying to get from A to B, we practice FEIGNING LAUGHTER (laughing without humour) to exercise our minds.",0,0,0,0
Feel free to practice laughing at this in your own time and try to apply this to any other minor errors in the future.,0,0,0,0
It is important to take some time to reflect on any setbacks before attempting to laugh them off. But it’s worth it – for the personal growth and development of your sense of humour. ,0,0,0,0
"It seems that the underlying reason is hiding from us at the moment.*Not to worry, feeling down is not unusual, and hopefully, this feeling should pass. However, if you suspect it's not improving or things don't feel quite right, it's worth checking up with your doctor.",0,0,0,0
Could you try laughing this off?,1,0,0,0
"Remember not to laugh with contempt towards yourself or the external world; this can cause one to feel down.*I know it might sound obvious, but it's often simple bad habits, such as these, that result in feeling down in the long term.",0,0,0,0
